296066	catsoftiktok	cute	618800	8	59800	779	25200	11100	https://www.tiktok.com/@wwwzxdfs/video/7640373595163643167	The kitten is the embodiment ofanger#funnyvideos#fup#cat#funnycat#catsoftiktok
244032	doggrooming	cute,care_or_cleaning	977900	378	218200	819	4298	18200	https://www.tiktok.com/@tiverton.dog.centre/video/7639847478732410134	One of my new favourite dogs to groom, even if I do feel like I’ve done a gym workout afterwards 🤣 Simba the 9 month old long haired Akita 🦁🐾 #akita #doggrooming #doggroomer #puppy #fyp
236142	catsoftiktok	cute	2500000	55	116000	643	12600	5228	https://www.tiktok.com/@fluffelvideos/video/7629306496714673430	When Your Cat Understands You 🐈 #shorts #cat #cats #catsoftiktok #kitty #meow #funnycat #viral #cutecat #kitten #animal #funnyanimals #fyp
204458	petgadgets	stubborn_or_sassy	4000000	13	26300	394	10000	6842	https://www.tiktok.com/@goodstuffdiary/video/7635668854580055327	Water anytime, anywhere. ✨ Spherical stainless steel pet bottle – no spills, no waste. #portablewater #doggear #petessentials #tiktokmademebuyit #fyp
181352	petgadgets	unclear	1000000	9	50700	789	4014	24000	https://www.tiktok.com/@presh_chi_flowers/video/7629592219078429973	Replying to @Time-less-fashion 237 ❤️❤️ she got a job #presh_chi_flowers_cameroon #bayleafmanifest
175968	petparent	unclear	643100	60	68700	342	13800	3734	https://www.tiktok.com/@winstonandspooky/video/7634702007655222559	5 signs you’re doing well as a cat owner #catsoftiktok #catfacts #catowner #blackcat #catmom
173280	petgadgets	unclear	1300000	6	192800	610	3224	4747	https://www.tiktok.com/@ellvuee/video/7631946517032471821	#fyp #makeup
132638	dogsoftiktok	cute	278200	83	63400	223	8710	5866	https://www.tiktok.com/@h2gpnsigu7/video/7640406200034528526	Cute puppy #dog #puppy #love #cute #dogsoftiktok
122920	dogsoftiktok	unclear	2200000	21	135600	140	131	2168	https://www.tiktok.com/@itsnotchloeb/video/7636215076906683668	you’ve been warned
119662	catsoftiktok	cute,care_or_cleaning	371400	14	52900	322	8670	3301	https://www.tiktok.com/@ourcatbiscuit/video/7640427762632756502	Coming home to these two floofs never gets old 🤍 #catsoftiktok #britishlonghair #fluffycats #catmoments #cutecats
117532	petparent	stubborn_or_sassy	312700	23	46700	152	10100	1402	https://www.tiktok.com/@mostlythedoodle/video/7634770930484514078	He’s just a little dramatic 🤏 #dogsoftiktok #dogcomedy #goldendoodles #petparent
112216	dogsoftiktok	unclear	251600	67	43100	273	8917	2892	https://www.tiktok.com/@knight_thepit/video/7640277361077898526	The anatomy of a ✨pit bull ✨ #dogs #pitbulls #lol #dogsoftiktok #fup
104538	catsoftiktok	cute	75200	13	16600	69	10800	1911	https://www.tiktok.com/@viralpick6/video/7640387774738222367	#kitten #cutecat #catsoftiktok #funnycats #catlover @
102794	petparent	unclear	2600000	24	43200	451	2022	2127	https://www.tiktok.com/@simba.and.tangyua/video/7637402906148326670	Doggo: Aren't you afraid of making me stupid?#dog #petslife #petparents #mansbestfriend #foryoupate #dogsofinstagram #dogstagram #labrador #doglover #doglife #pets #funnyvideo
102058	doggrooming	cute,care_or_cleaning	608700	69	78500	415	4665	2291	https://www.tiktok.com/@shauna_mcglinchey/video/7636838713451875606	A giant puppy’s first spa day 🛁🧼 This newfoundland puppy transformed into a floof ball after a day at the groomers ☁️ #doggroomingtips #deshedding #puppygrooming #giantbreed #fluffydog
100832	petgadgets	unclear	2500000	77	17600	160	2887	4334	https://www.tiktok.com/@sarahshopsss/video/7624648709434838302	#tiktokshop #catfountain #catproducts #petgadgets #catowners
99168	dogsoftiktok	unclear	249400	20	81100	217	2260	8345	https://www.tiktok.com/@siplean4me/video/7626135067458407693	@Max @Payton King @Jordan Huxhold @alicia amazing video omg #youtube #foryoupage #paytonkingedit #jordanhuxhold #maxnorman
90930	catsoftiktok	cute	348200	83	42600	667	5419	3161	https://www.tiktok.com/@pet_time_1/video/7640416630719253773	What’s it like to have an affectionate cat?#kittens #funnyvideo #cute #catlover #babiesoftiktok ##clingycat #lovecat #catslovers
82542	catsoftiktok	food_or_eating	308900	198	46000	436	4625	3001	https://www.tiktok.com/@funny.cats.91/video/7637031888795815198	My cat has a great sense for the camera#funny #cat #catsoftiktok #fyp
72702	petparent	unclear	715400	15	24600	251	3875	3146	https://www.tiktok.com/@attedeofficial/video/7639505442661485854	Sleep? Never heard of her. 💤📱🐕💨 That moment you realize the human is finally gone and the real scrolling session begins. We're all guilty of that "just five more minutes" lie we tell ourselves at 2 AM, and it looks like this pup is no exception! #PhoneAddi
71686	catsoftiktok	unclear	1100000	164	44900	232	924	4381	https://www.tiktok.com/@pot.biggy/video/7635497903364099359	I Mastered the Worst PVP Methods #minecraftbuilding #vairalvideo
64260	petgadgets	unclear	645000	5	23300	1585	2546	873	https://www.tiktok.com/@flabbeygast/video/7636160155180158228	this comment section needs DBT more than i do fr
62312	doggrooming	stubborn_or_sassy	256000	62	61300	77	1518	3407	https://www.tiktok.com/@livelaughliana/video/7638874714936462622	They can never hear you cause you’re SO shy talking to them 🥹🥹 #leavemethehellalone #crush #7thgrade #fnaf #livestudioaudience
61492	petgadgets	cute,care_or_cleaning	639100	22	6079	153	5038	959	https://www.tiktok.com/@cutepetsfind/video/7635830028181327118	How dog obsessed with being brushed.😍 #DogLovers #petcarrier #CutePetDailyLife #dogparents #cutepetgadgets
54952	doggrooming	care_or_cleaning	1800000	258	11900	379	444	1415	https://www.tiktok.com/@reisekanal/video/7639796883589811486	#DogGrooming #PoodleRescue #PetTransformation #foryou #AnimalRescue
50070	doggrooming	cute,care_or_cleaning	191400	107	35400	265	1815	2843	https://www.tiktok.com/@hammondshounds/video/7639069281518390550	How to groom a 40KG Bullmastiff puppy 😱🤭💙 #puppydog #giantdog #doggrooming #dogs #fyp
38108	catsoftiktok	unclear	240000	136	43000	200	167	2118	https://www.tiktok.com/@cam2rs.cats/video/7640961933083938062	who would be most likely to survive? 👀 #fyp #viral #trend #cat #catsoftiktok
30428	dogsoftiktok	unclear	178300	19	30600	123	849	885	https://www.tiktok.com/@wally.meets.world/video/7638646268746599710	And we love him for that ☺️ #goldenretriever #dogoftiktok
30294	dogsoftiktok	unclear	221900	108	23300	445	788	863	https://www.tiktok.com/@imbluethesiberiann/video/7641024955492158750	Well… we really should have seen that coming 😂 before anyone gets upset about the comforter, it was , had rips and tears in it and was gonna get thrown out anyway so we used this one #dogsoftiktok #dogsoftiktokviral #goldenretriever #dogs #husky
30187	catsoftiktok	cute	85300	25	8273	220	2478	580	https://www.tiktok.com/@misskikithekitten/video/7639342084834626837	Kiki always has a plan 😂💅💗 #cat #cute #pet #catreels #kiki
29026	dogsoftiktok	cute,food_or_eating	130200	35	12200	123	1850	1073	https://www.tiktok.com/@darcyandb/video/7639455628519296278	I just know you can hear her crunches through the screen 🤭 which do you think so liked the most ? - #miniaturedachshundpuppy #cutepuppy #dachshund #dogeating #newpuppy
23418	petparent	care_or_cleaning	128400	17	12500	100	1365	670	https://www.tiktok.com/@fluffy.doodle.louie/video/7628736164522118420	Babies with fur!! Tell me I’m wrong #petparent #dogsofttiktok #dogmom #dogtok #dogparents
